,model_name,fold_index,metric_key,metric_score
263,GaussianNB,3,test_balanced_accuracy,0.7257672545479794
264,GaussianNB,4,test_balanced_accuracy,0.7445534525433559
265,GaussianNB,5,test_balanced_accuracy,0.7295146915869528
266,GaussianNB,6,test_balanced_accuracy,0.7181682282689495
267,GaussianNB,7,test_balanced_accuracy,0.7146678974325462
268,GaussianNB,8,test_balanced_accuracy,0.7011290421549978
269,GaussianNB,9,test_balanced_accuracy,0.7275960810783171
270,GaussianNB,0,test_precision,0.7969187675070029
271,GaussianNB,1,test_precision,0.7730398899587345
272,GaussianNB,2,test_precision,0.782967032967033
273,GaussianNB,3,test_precision,0.780250347705146
274,GaussianNB,4,test_precision,0.7971428571428572
275,GaussianNB,5,test_precision,0.7747035573122529
276,GaussianNB,6,test_precision,0.775
277,GaussianNB,7,test_precision,0.7709190672153635
278,GaussianNB,8,test_precision,0.7559055118110236
279,GaussianNB,9,test_precision,0.7779291553133515
280,GaussianNB,0,test_recall,0.8821705426356589
281,GaussianNB,1,test_recall,0.8713178294573644
282,GaussianNB,2,test_recall,0.8823529411764706
283,GaussianNB,3,test_recall,0.868421052631579
284,GaussianNB,4,test_recall,0.8637770897832817
285,GaussianNB,5,test_recall,0.9102167182662538
286,GaussianNB,6,test_recall,0.8637770897832817
287,GaussianNB,7,test_recall,0.8699690402476781
288,GaussianNB,8,test_recall,0.8930232558139535
289,GaussianNB,9,test_recall,0.8852713178294573
290,GaussianNB,0,test_f1,0.8373804267844003
291,GaussianNB,1,test_f1,0.8192419825072886
292,GaussianNB,2,test_f1,0.8296943231441049
293,GaussianNB,3,test_f1,0.8219780219780219
294,GaussianNB,4,test_f1,0.8291233283803863
295,GaussianNB,5,test_f1,0.8370106761565836
296,GaussianNB,6,test_f1,0.8169838945827232
297,GaussianNB,7,test_f1,0.8174545454545455
298,GaussianNB,8,test_f1,0.8187633262260128
299,GaussianNB,9,test_f1,0.8281363306744018
300,GaussianNB,0,test_f2,0.8636915604128719
301,GaussianNB,1,test_f2,0.849712730571515
302,GaussianNB,2,test_f2,0.8605072463768115
303,GaussianNB,3,test_f2,0.849227974568574
304,GaussianNB,4,test_f2,0.8495736906211936
305,GaussianNB,5,test_f2,0.8794495961711037
306,GaussianNB,6,test_f2,0.8444309927360776
307,GaussianNB,7,test_f2,0.8481738605493511
308,GaussianNB,8,test_f2,0.8617594254937163
309,GaussianNB,9,test_f2,0.8614966807483403
310,GaussianNB,0,test_roc_auc,0.750295797633619
311,GaussianNB,1,test_roc_auc,0.7185536515707875
312,GaussianNB,2,test_roc_auc,0.7327331988204252
313,GaussianNB,3,test_roc_auc,0.7257672545479794
314,GaussianNB,4,test_roc_auc,0.7445534525433559
315,GaussianNB,5,test_roc_auc,0.7295146915869527
316,GaussianNB,6,test_roc_auc,0.7181682282689495
317,GaussianNB,7,test_roc_auc,0.7146678974325462
318,GaussianNB,8,test_roc_auc,0.7011290421549978
319,GaussianNB,9,test_roc_auc,0.7275960810783171
320,LogisticRegression,0,fit_time,2.045806407928467
321,LogisticRegression,1,fit_time,2.6045849323272705
322,LogisticRegression,2,fit_time,2.5227160453796387
323,LogisticRegression,3,fit_time,2.621903896331787
324,LogisticRegression,4,fit_time,2.4263100624084473
325,LogisticRegression,5,fit_time,1.0887417793273926
326,LogisticRegression,6,fit_time,1.7688231468200684
327,LogisticRegression,7,fit_time,2.4809088706970215
328,LogisticRegression,8,fit_time,2.599095344543457
329,LogisticRegression,9,fit_time,2.180915355682373
330,LogisticRegression,0,score_time,0.019010066986083984
331,LogisticRegression,1,score_time,0.011991024017333984
332,LogisticRegression,2,score_time,0.013148069381713867
333,LogisticRegression,3,score_time,0.010521173477172852
334,LogisticRegression,4,score_time,0.01710057258605957
